사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019010300100194,2019년 1월 3일 12시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,보행자,여,69세,중상
2019010300100251,2019년 1월 3일 14시,목요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,80세,중상
2019010500100163,2019년 1월 5일 10시,토요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,34세,상해없음,보행자,여,76세,중상
2019010500100164,2019년 1월 5일 10시,토요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,남,78세,경상
2019010500100293,2019년 1월 5일 15시,토요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,화물,여,35세,상해없음,보행자,남,85세,중상
2019010700100046,2019년 1월 7일 05시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,25세,상해없음,보행자,남,69세,중상
2019010700100138,2019년 1월 7일 09시,월요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,보행자,여,83세,경상
2019010800100163,2019년 1월 8일 10시,화요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,64세,상해없음,보행자,여,82세,경상
2019011000100422,2019년 1월 10일 19시,목요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,남,68세,중상
2019011300100292,2019년 1월 13일 18시,일요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,52세,상해없음,보행자,남,70세,중상
2019012200100478,2019년 1월 22일 19시,화요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,48세,상해없음,보행자,여,71세,중상
2019012500100131,2019년 1월 25일 09시,금요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,보행자,여,71세,경상
2019012500100487,2019년 1월 25일 19시,금요일,서울특별시 동대문구 청량리동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,43세,상해없음,보행자,여,73세,경상
2019020100100287,2019년 2월 1일 13시,금요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,58세,상해없음,보행자,남,75세,중상
2019020100100317,2019년 2월 1일 14시,금요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,61세,상해없음,보행자,여,71세,경상
2019021100100466,2019년 2월 11일 20시,월요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,62세,상해없음,보행자,여,77세,중상
2019021200100328,2019년 2월 12일 16시,화요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,71세,상해없음,보행자,남,75세,경상
2019022500100046,2019년 2월 25일 04시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,82세,중상
2019022500100157,2019년 2월 25일 10시,월요일,서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,여,77세,경상
2019031100100459,2019년 3월 11일 19시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,남,68세,중상
2019031300100426,2019년 3월 13일 17시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,과속,건조,맑음,단일로 - 기타,이륜,남,24세,상해없음,보행자,여,83세,중상
2019031800100467,2019년 3월 18일 19시,월요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,38세,상해없음,보행자,남,75세,중상
2019032300100312,2019년 3월 23일 14시,토요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,51세,상해없음,보행자,남,74세,중상
2019032300100356,2019년 3월 23일 15시,토요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,38세,상해없음,보행자,남,68세,경상
2019032500100146,2019년 3월 25일 09시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,85세,경상
2019032500100252,2019년 3월 25일 13시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,61세,상해없음,보행자,남,84세,경상
2019032700100540,2019년 3월 27일 22시,수요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,원동기,여,54세,상해없음,보행자,여,65세,중상
2019032800100183,2019년 3월 28일 10시,목요일,서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,남,70세,경상
2019033000100262,2019년 3월 30일 11시,토요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,62세,상해없음,보행자,남,90세 이상,중상
2019033000100350,2019년 3월 30일 13시,토요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,49세,상해없음,보행자,여,78세,경상
2019040200100553,2019년 4월 2일 19시,화요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,22세,상해없음,보행자,남,85세,중상
2019040300100128,2019년 4월 3일 08시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,42세,상해없음,보행자,여,74세,중상
2019040400100627,2019년 4월 4일 22시,목요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,77세,중상
2019040500100628,2019년 4월 5일 21시,금요일,서울특별시 동대문구 제기동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,45세,상해없음,보행자,남,72세,부상신고
2019040600100407,2019년 4월 6일 16시,토요일,서울특별시 동대문구 신설동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,44세,상해없음,보행자,남,82세,부상신고
2019041100100249,2019년 4월 11일 12시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,42세,상해없음,보행자,남,71세,중상
2019041200100518,2019년 4월 12일 19시,금요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,39세,기타불명,보행자,여,78세,경상
2019041500100431,2019년 4월 15일 16시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,67세,상해없음,보행자,여,87세,중상
2019041500100543,2019년 4월 15일 18시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,53세,상해없음,보행자,여,76세,경상
2019041800100355,2019년 4월 18일 15시,목요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,보행자,여,79세,경상
2019042200100485,2019년 4월 22일 17시,월요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,여,73세,중상
2019042200100618,2019년 4월 22일 20시,월요일,서울특별시 동대문구 전농동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,73세,경상
2019042300100257,2019년 4월 23일 13시,화요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,여,71세,경상
2019042900100490,2019년 4월 29일 18시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,65세,상해없음,보행자,여,70세,중상
2019043000100190,2019년 4월 30일 10시,화요일,서울특별시 동대문구 청량리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,67세,상해없음,보행자,여,69세,경상
2019050200100514,2019년 5월 2일 18시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,42세,부상신고,보행자,여,67세,중상
2019050400100398,2019년 5월 4일 15시,토요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,46세,상해없음,보행자,여,76세,중상
2019050400100445,2019년 5월 4일 16시,토요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,여,88세,경상
2019050800100198,2019년 5월 8일 10시,수요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,48세,상해없음,보행자,여,75세,경상
2019050900100448,2019년 5월 9일 17시,목요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,여,72세,중상
2019051400100439,2019년 5월 14일 17시,화요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,60세,상해없음,보행자,여,65세,경상
2019051600100442,2019년 5월 16일 16시,목요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,62세,상해없음,보행자,여,71세,중상
2019052200100581,2019년 5월 22일 19시,수요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,73세,상해없음,보행자,여,66세,중상
2019052700100460,2019년 5월 27일 17시,월요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,39세,상해없음,보행자,여,71세,중상
2019053100100358,2019년 5월 31일 14시,금요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51세,상해없음,보행자,여,82세,중상
2019053100100553,2019년 5월 31일 18시,금요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,보행자,여,66세,중상
2019060900100398,2019년 6월 9일 20시,일요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,36세,상해없음,보행자,여,76세,중상
2019061300100254,2019년 6월 13일 12시,목요일,서울특별시 동대문구 제기동,부상신고사고,0,0,0,1,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,여,81세,부상신고
2019061300100317,2019년 6월 13일 14시,목요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,79세,상해없음,보행자,남,83세,경상
2019062500100172,2019년 6월 25일 09시,화요일,서울특별시 동대문구 장안동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,보행자,남,77세,부상신고
2019062600100096,2019년 6월 26일 08시,수요일,서울특별시 동대문구 제기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,여,71세,경상
2019062700100406,2019년 6월 27일 16시,목요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,보행자,여,75세,중상
2019070100100056,2019년 7월 1일 04시,월요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,여,83세,경상
2019070100100426,2019년 7월 1일 16시,월요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,화물,남,59세,상해없음,보행자,남,84세,경상
2019070200100226,2019년 7월 2일 11시,화요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,62세,상해없음,보행자,여,82세,중상
2019070300100267,2019년 7월 3일 13시,수요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승합,남,43세,상해없음,보행자,남,73세,중상
2019070400100622,2019년 7월 4일 22시,목요일,서울특별시 동대문구 회기동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,보행자,여,65세,경상
2019070500100264,2019년 7월 5일 12시,금요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,55세,상해없음,보행자,남,87세,중상
2019070600100247,2019년 7월 6일 11시,토요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,72세,경상
2019070800100358,2019년 7월 8일 15시,월요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,여,66세,중상
2019070900100174,2019년 7월 9일 09시,화요일,서울특별시 동대문구 신설동,경상사고,0,0,1,1,차대사람 - 기타,기타,건조,맑음,기타 - 기타,자전거,남,70세,부상신고,보행자,여,58세,경상
2019071000100168,2019년 7월 10일 10시,수요일,서울특별시 동대문구 답십리동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,67세,경상
2019072500100069,2019년 7월 25일 05시,목요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,52세,상해없음,보행자,여,81세,중상
2019072900100101,2019년 7월 29일 08시,월요일,서울특별시 동대문구 전농동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,80세,상해없음,보행자,남,72세,부상신고
2019080100100070,2019년 8월 1일 04시,목요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,여,58세,상해없음,보행자,남,66세,중상
2019080300100415,2019년 8월 3일 18시,토요일,서울특별시 동대문구 회기동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,보행자,남,82세,중상
2019080600100072,2019년 8월 6일 05시,화요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,보행자,여,78세,중상
2019081600100138,2019년 8월 16일 09시,금요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,34세,상해없음,보행자,여,72세,중상
2019081900100504,2019년 8월 19일 19시,월요일,서울특별시 동대문구 용두동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,여,74세,중상
2019082100100431,2019년 8월 21일 17시,수요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,57세,상해없음,보행자,남,79세,경상
2019082100100663,2019년 8월 21일 22시,수요일,서울특별시 동대문구 답십리동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,79세,부상신고,보행자,여,31세,상해없음
2019082200100280,2019년 8월 22일 12시,목요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,여,77세,중상
2019082300100213,2019년 8월 23일 10시,금요일,서울특별시 동대문구 답십리동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,56세,상해없음,보행자,여,87세,중상
2019082500100111,2019년 8월 25일 09시,일요일,서울특별시 동대문구 전농동,중상사고,0,1,0,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승용,여,34세,상해없음,보행자,남,82세,중상
2019082800100025,2019년 8월 28일 00시,수요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,74세,상해없음,보행자,여,90세 이상,중상
2019090600100517,2019년 9월 6일 19시,금요일,서울특별시 동대문구 제기동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,남,76세,중상
2019090700100185,2019년 9월 7일 10시,토요일,서울특별시 동대문구 이문동,경상사고,0,0,2,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로부근,자전거,남,82세,경상,보행자,여,77세,경상
2019090700100247,2019년 9월 7일 12시,토요일,서울특별시 동대문구 청량리동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,이륜,남,32세,상해없음,보행자,여,77세,중상
2019090800100169,2019년 9월 8일 12시,일요일,서울특별시 동대문구 신설동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,70세,상해없음,보행자,남,66세,경상
2019090900100305,2019년 9월 9일 12시,월요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,남,90세 이상,상해없음,보행자,여,67세,중상
2019091000100102,2019년 9월 10일 06시,화요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41세,상해없음,보행자,여,75세,경상
2019091100100639,2019년 9월 11일 18시,수요일,서울특별시 동대문구 장안동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,55세,상해없음,보행자,여,72세,중상
